ItemNumber,Voice,Plausible/Implausible,Stimulus,OriginalSentence,EvType
200,Active,Plausible,The acrobat pushed the stranger.,The acrobat pushed the stranger.,AAR
200,Active,Plausible,The stranger pushed the acrobat.,The acrobat pushed the stranger.,AAR
200,Passive,Plausible,The stranger was pushed by the acrobat.,The acrobat pushed the stranger.,AAR
200,Passive,Plausible,The acrobat was pushed by the stranger.,The acrobat pushed the stranger.,AAR
201,Active,Plausible,The gymnast shoved the outsider.,The gymnast shoved the outsider.,AAR
201,Active,Plausible,The outsider shoved the gymnast.,The gymnast shoved the outsider.,AAR
201,Passive,Plausible,The outsider was shoved by the gymnast.,The gymnast shoved the outsider.,AAR
201,Passive,Plausible,The gymnast was shoved by the outsider.,The gymnast shoved the outsider.,AAR
202,Active,Plausible,The benefactor calmed the architect.,The architect was calmed by the benefactor.,AAR
202,Active,Plausible,The architect calmed the benefactor.,The architect was calmed by the benefactor.,AAR
202,Passive,Plausible,The architect was calmed by the benefactor.,The architect was calmed by the benefactor.,AAR
202,Passive,Plausible,The benefactor was calmed by the architect.,The architect was calmed by the benefactor.,AAR
203,Active,Plausible,The patron soothed the draftsman.,The draftsman was soothed by the patron.,AAR
203,Active,Plausible,The draftsman soothed the patron.,The draftsman was soothed by the patron.,AAR
203,Passive,Plausible,The draftsman was soothed by the patron.,The draftsman was soothed by the patron.,AAR
203,Passive,Plausible,The patron was soothed by the draftsman.,The draftsman was soothed by the patron.,AAR
204,Active,Plausible,The therapist lauded the hairdresser.,The therapist lauded the hairdresser.,AAR
204,Active,Plausible,The hairdresser lauded the therapist.,The therapist lauded the hairdresser.,AAR
204,Passive,Plausible,The hairdresser was lauded by the therapist.,The therapist lauded the hairdresser.,AAR
204,Passive,Plausible,The therapist was lauded by the hairdresser.,The therapist lauded the hairdresser.,AAR
205,Active,Plausible,The psychologist extolled the hairstylist.,The psychologist extolled the hairstylist.,AAR
205,Active,Plausible,The hairstylist extolled the psychologist.,The psychologist extolled the hairstylist.,AAR
205,Passive,Plausible,The hairstylist was extolled by the psychologist.,The psychologist extolled the hairstylist.,AAR
205,Passive,Plausible,The psychologist was extolled by the hairstylist.,The psychologist extolled the hairstylist.,AAR
206,Active,Plausible,The nobleman married the baroness.,The baroness was married by the nobleman.,AAR
206,Active,Plausible,The baroness married the nobleman.,The baroness was married by the nobleman.,AAR
206,Passive,Plausible,The baroness was married by the nobleman.,The baroness was married by the nobleman.,AAR
206,Passive,Plausible,The nobleman was married by the baroness.,The baroness was married by the nobleman.,AAR
207,Active,Plausible,The aristocrat wed the countess.,The countess was wed by the aristocrat.,AAR
207,Active,Plausible,The countess wed the aristocrat.,The countess was wed by the aristocrat.,AAR
207,Passive,Plausible,The countess was wed by the aristocrat.,The countess was wed by the aristocrat.,AAR
207,Passive,Plausible,The aristocrat was wed by the countess.,The countess was wed by the aristocrat.,AAR
208,Active,Plausible,The actuary assuaged the creditor.,The actuary assuaged the creditor.,AAR
208,Active,Plausible,The creditor assuaged the actuary.,The actuary assuaged the creditor.,AAR
208,Passive,Plausible,The creditor was assuaged by the actuary.,The actuary assuaged the creditor.,AAR
208,Passive,Plausible,The actuary was assuaged by the creditor.,The actuary assuaged the creditor.,AAR
209,Active,Plausible,The analyst relieved the investor.,The analyst relieved the investor.,AAR
209,Active,Plausible,The investor relieved the analyst.,The analyst relieved the investor.,AAR
209,Passive,Plausible,The investor was relieved by the analyst.,The analyst relieved the investor.,AAR
209,Passive,Plausible,The analyst was relieved by the investor.,The analyst relieved the investor.,AAR
210,Active,Plausible,The sailor frightened the psychic.,The psychic was frightened by the sailor.,AAR
210,Active,Plausible,The psychic frightened the sailor.,The psychic was frightened by the sailor.,AAR
210,Passive,Plausible,The psychic was frightened by the sailor.,The psychic was frightened by the sailor.,AAR
210,Passive,Plausible,The sailor was frightened by the psychic.,The psychic was frightened by the sailor.,AAR
211,Active,Plausible,The mariner scared the fortune-teller.,The fortune-teller was scared by the mariner.,AAR
211,Active,Plausible,The fortune-teller scared the mariner.,The fortune-teller was scared by the mariner.,AAR
211,Passive,Plausible,The fortune-teller was scared by the mariner.,The fortune-teller was scared by the mariner.,AAR
211,Passive,Plausible,The mariner was scared by the fortune-teller.,The fortune-teller was scared by the mariner.,AAR
212,Active,Plausible,The assistant flattered the auditor.,The assistant flattered the auditor.,AAR
212,Active,Plausible,The auditor flattered the assistant.,The assistant flattered the auditor.,AAR
212,Passive,Plausible,The auditor was flattered by the assistant.,The assistant flattered the auditor.,AAR
212,Passive,Plausible,The assistant was flattered by the auditor.,The assistant flattered the auditor.,AAR
213,Active,Plausible,The helper complimented the appraiser.,The helper complimented the appraiser.,AAR
213,Active,Plausible,The appraiser complimented the helper.,The helper complimented the appraiser.,AAR
213,Passive,Plausible,The appraiser was complimented by the helper.,The helper complimented the appraiser.,AAR
213,Passive,Plausible,The helper was complimented by the appraiser.,The helper complimented the appraiser.,AAR
214,Active,Plausible,The immigrant believed the trooper.,The trooper was believed by the immigrant.,AAR
214,Active,Plausible,The trooper believed the immigrant.,The trooper was believed by the immigrant.,AAR
214,Passive,Plausible,The trooper was believed by the immigrant.,The trooper was believed by the immigrant.,AAR
214,Passive,Plausible,The immigrant was believed by the trooper.,The trooper was believed by the immigrant.,AAR
215,Active,Plausible,The foreigner trusted the patrolman.,The patrolman was trusted by the foreigner.,AAR
215,Active,Plausible,The patrolman trusted the foreigner.,The patrolman was trusted by the foreigner.,AAR
215,Passive,Plausible,The patrolman was trusted by the foreigner.,The patrolman was trusted by the foreigner.,AAR
215,Passive,Plausible,The foreigner was trusted by the patrolman.,The patrolman was trusted by the foreigner.,AAR
216,Active,Plausible,The mapmaker affronted the farmer.,The mapmaker affronted the farmer.,AAR
216,Active,Plausible,The farmer affronted the mapmaker.,The mapmaker affronted the farmer.,AAR
216,Passive,Plausible,The farmer was affronted by the mapmaker.,The mapmaker affronted the farmer.,AAR
216,Passive,Plausible,The mapmaker was affronted by the farmer.,The mapmaker affronted the farmer.,AAR
217,Active,Plausible,The cartographer insulted the rancher.,The cartographer insulted the rancher.,AAR
217,Active,Plausible,The rancher insulted the cartographer.,The cartographer insulted the rancher.,AAR
217,Passive,Plausible,The rancher was insulted by the cartographer.,The cartographer insulted the rancher.,AAR
217,Passive,Plausible,The cartographer was insulted by the rancher.,The cartographer insulted the rancher.,AAR
218,Active,Plausible,The poet awed the entertainer.,The entertainer was awed by the poet.,AAR
218,Active,Plausible,The entertainer awed the poet.,The entertainer was awed by the poet.,AAR
218,Passive,Plausible,The entertainer was awed by the poet.,The entertainer was awed by the poet.,AAR
218,Passive,Plausible,The poet was awed by the entertainer.,The entertainer was awed by the poet.,AAR
219,Active,Plausible,The lyricist dazzled the performer.,The performer was dazzled by the lyricist.,AAR
219,Active,Plausible,The performer dazzled the lyricist.,The performer was dazzled by the lyricist.,AAR
219,Passive,Plausible,The performer was dazzled by the lyricist.,The performer was dazzled by the lyricist.,AAR
219,Passive,Plausible,The lyricist was dazzled by the performer.,The performer was dazzled by the lyricist.,AAR
220,Active,Plausible,The peddler tested the manager.,The peddler tested the manager.,AAR
220,Active,Plausible,The manager tested the peddler.,The peddler tested the manager.,AAR
220,Passive,Plausible,The manager was tested by the peddler.,The peddler tested the manager.,AAR
220,Passive,Plausible,The peddler was tested by the manager.,The peddler tested the manager.,AAR
221,Active,Plausible,The salesman challenged the executive.,The traveling salesman challenged the executive.,AAR
221,Active,Plausible,The executive challenged the salesman.,The traveling salesman challenged the executive.,AAR
221,Passive,Plausible,The executive was challenged by the salesman.,The traveling salesman challenged the executive.,AAR
221,Passive,Plausible,The salesman was challenged by the executive.,The traveling salesman challenged the executive.,AAR
222,Active,Plausible,The musician admired the diva.,The diva was admired by the musician.,AAR
222,Active,Plausible,The diva admired the musician.,The diva was admired by the musician.,AAR
222,Passive,Plausible,The diva was admired by the musician.,The diva was admired by the musician.,AAR
222,Passive,Plausible,The musician was admired by the diva.,The diva was admired by the musician.,AAR
223,Active,Plausible,The instrumentalist adored the prima_donna.,The prima donna was adored by the instrumentalist.,AAR
223,Active,Plausible,The prima_donna adored the instrumentalist.,The prima donna was adored by the instrumentalist.,AAR
223,Passive,Plausible,The prima_donna was adored by the instrumentalist.,The prima donna was adored by the instrumentalist.,AAR
223,Passive,Plausible,The instrumentalist was adored by the prima_donna.,The prima donna was adored by the instrumentalist.,AAR
224,Active,Plausible,The general welcomed the hero.,The general welcomed the hero.,AAR
224,Active,Plausible,The hero welcomed the general.,The general welcomed the hero.,AAR
224,Passive,Plausible,The hero was welcomed by the general.,The general welcomed the hero.,AAR
224,Passive,Plausible,The general was welcomed by the hero.,The general welcomed the hero.,AAR
225,Active,Plausible,The commander greeted the champion.,The commander greeted the champion.,AAR
225,Active,Plausible,The champion greeted the commander.,The commander greeted the champion.,AAR
225,Passive,Plausible,The champion was greeted by the commander.,The commander greeted the champion.,AAR
225,Passive,Plausible,The commander was greeted by the champion.,The commander greeted the champion.,AAR
226,Active,Plausible,The cobbler disdained the stonecutter.,The stonecutter was disdained by the cobbler.,AAR
226,Active,Plausible,The stonecutter disdained the cobbler.,The stonecutter was disdained by the cobbler.,AAR
226,Passive,Plausible,The stonecutter was disdained by the cobbler.,The stonecutter was disdained by the cobbler.,AAR
